interaction_id,timestamp,position,clicked,quoted,purchased,uw_decline_reason,user_id,policy_id,age,sex,smoker_flag,occupation_class,region_code,monthly_budget,insurance_company,product_name,product_type,coverage_amount,male_premium,female_premium,fixed_rate,current_rate,min_guaranteed_rate,surrender_value,renewal_cycle,universal,sales_channel,sales_date,contact_number
imp_000677,2025-06-28 18:55:55,1,0,0,0,,user_0659,27,41,M,1,0,49,108532,미래에셋생명,암 걱정없는 암치료보험(갱신형) 무배당,주계약,"5,000만원",32050,31350,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널  기타,2025-06-28,1588-0220
imp_000678,2025-06-24 08:42:55,6,0,0,0,,user_0411,47,34,F,0,0,46,103135,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000679,2025-07-20 18:37:55,1,0,0,0,,user_0580,92,40,F,1,0,47,124505,NH농협생명,"행복두배NH통합암보험(갱신형,무배당)_2404",주계약,"2,500만원",24250,29750,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스  TM,2024-04-01,1544-4000
imp_000680,2025-07-30 06:25:55,3,0,0,0,,user_0332,53,51,M,0,0,45,70674,KB라이프생명,KB toss착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000681,2025-07-21 16:14:55,2,0,0,0,,user_0308,29,32,F,0,0,46,89038,미래에셋생명,온라인 암보험 무배당 [해약환급금이 없는 유형],주계약,"3,000만원",29940,20670,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000682,2025-09-09 11:52:55,4,0,0,0,,user_0524,31,40,M,0,1,48,66091,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000683,2025-07-08 17:56:55,7,0,0,0,,user_0908,12,61,F,0,1,31,107996,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000684,2025-08-01 16:30:55,4,1,0,0,,user_0503,49,25,M,0,0,26,39007,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000685,2025-06-22 13:11:55,3,0,0,0,,user_0016,54,48,F,0,0,26,39120,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000686,2025-07-23 16:59:55,1,1,1,0,,user_0189,20,44,M,1,0,41,124861,교보생명,교보간편통합암보험 (무배당),주계약,"3,000만원",68850,46650,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-04-01,1588-1001
imp_000687,2025-07-15 19:15:55,8,0,0,0,,user_0407,53,31,M,1,1,47,53955,KB라이프생명,KB toss착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000688,2025-09-07 06:45:55,6,0,0,0,,user_0163,34,61,M,1,1,27,95408,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000689,2025-07-15 10:59:55,2,0,0,0,,user_0377,65,44,F,0,0,31,93936,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000690,2025-07-08 07:09:55,3,0,0,0,,user_0563,58,69,F,0,0,48,98014,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000691,2025-08-28 17:33:55,1,0,0,0,,user_0056,72,22,F,0,0,27,54815,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000692,2025-09-10 14:53:55,2,0,0,0,,user_0308,34,32,F,0,0,46,89038,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000693,2025-07-09 08:31:55,1,1,0,0,,user_0504,15,40,F,0,0,11,55660,삼성생명,"삼성 인터넷 비갱신암보험(2504)(무배당, 무해약환급금형)",주계약,"3,000만원",46200,30600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-04-01,1588-3114
imp_000694,2025-07-14 11:02:55,2,1,0,0,,user_0845,42,34,F,0,1,27,77829,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000695,2025-08-17 06:35:55,2,1,0,0,,user_0737,27,25,M,0,0,30,52271,미래에셋생명,암 걱정없는 암치료보험(갱신형) 무배당,주계약,"5,000만원",32050,31350,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널  기타,2025-06-28,1588-0220
imp_000696,2025-07-10 10:13:55,4,0,0,0,,user_0089,18,56,M,0,0,41,80023,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000697,2025-07-12 12:12:55,1,0,0,0,,user_0633,21,30,M,0,1,49,47392,교보생명,교보통합암보험 [D](무배당),주계약,"3,000만원",51000,33300,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_000698,2025-07-16 07:33:55,2,0,0,0,,user_0017,34,43,F,0,0,31,79763,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000699,2025-08-26 14:28:55,6,0,0,0,,user_0097,57,48,M,0,0,36,117673,신한라이프생명,"신한(간편가입)바로케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",21960,23280,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000700,2025-08-17 08:46:55,2,0,0,0,,user_0949,67,58,M,0,0,41,57919,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_000701,2025-09-18 06:39:55,1,0,0,0,,user_0256,76,24,M,0,0,45,34527,라이나생명,(무)뉴스타트암보험(갱신형),주계약,"3,000만원",21000,24000,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000702,2025-09-08 12:17:55,5,0,0,0,,user_0210,12,56,F,0,0,26,118809,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000703,2025-08-16 15:17:55,10,0,0,0,,user_0021,66,43,M,0,0,44,73197,푸본현대생명,ZERO 걱정없는 암보험 간편가입 무배당/갱신형(2404),주계약,"3,000만원",19500,12000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000704,2025-09-09 14:20:55,4,0,0,0,,user_0812,49,55,F,0,0,47,63536,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000705,2025-08-24 07:46:55,10,0,0,0,,user_0855,77,47,M,0,1,46,133767,라이나생명,(무)THE간편한첫날부터라이나암보험(갱신형),주계약,"1,000만원",7100,7900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_000706,2025-08-05 10:36:55,4,0,0,0,,user_0078,12,24,M,0,0,43,29543,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000707,2025-07-22 17:30:55,2,0,0,0,,user_0961,50,47,F,0,0,44,132582,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000708,2025-08-21 07:21:55,2,1,0,0,,user_0038,65,40,M,0,0,26,107434,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000709,2025-07-21 16:56:55,1,0,0,0,,user_0411,62,34,F,0,0,46,103135,하나생명,(무)손안에 골라담는 암보험,주계약,"1,000 만원",46600,26800,2.75 %,-,-,순수보장,비갱신형,비유니버셜,방카슈랑스,2025-09-01,1577-1112
imp_000710,2025-08-27 10:44:55,6,0,0,0,,user_0899,38,40,F,0,1,29,157843,DB생명,(무)e로운 암보험(갱신형)(2404),주계약,"3,000만원",14700,20100,3.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-09-01,1588-3131
imp_000711,2025-07-28 08:22:55,5,0,0,0,,user_0159,12,58,M,0,0,36,90067,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000712,2025-06-26 10:00:55,1,1,0,0,,user_0089,42,56,M,0,0,41,80023,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000713,2025-09-03 10:39:55,5,0,0,0,,user_0994,28,37,F,0,1,47,54886,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000714,2025-07-23 16:57:55,2,0,0,0,,user_0612,18,60,F,0,0,45,33389,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000715,2025-07-25 09:24:55,10,0,0,0,,user_0239,42,44,F,0,0,49,97973,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000716,2025-07-09 08:58:55,1,0,0,0,,user_0448,17,39,F,0,1,36,116956,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000717,2025-08-19 13:45:55,3,0,0,0,,user_0890,23,33,F,0,2,11,162654,교보생명,"교보간편암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",18480,19320,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_000718,2025-08-19 06:36:55,3,0,0,0,,user_0919,82,38,M,0,0,30,78954,AIA생명,(무) 안심되는 초간편 건강보험 (갱신형) 1형(암보장형),주계약,"3,000만원",18300,21900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_000719,2025-08-13 09:55:55,5,0,0,0,,user_0763,12,38,F,0,1,31,45260,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000720,2025-08-03 10:42:55,1,0,0,0,,user_0417,80,26,F,0,0,36,58280,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000721,2025-08-23 15:15:55,1,0,0,0,,user_0653,45,51,M,1,0,46,29536,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000722,2025-09-16 08:15:55,1,0,0,0,,user_0684,24,36,F,0,0,41,79482,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_000723,2025-07-09 17:06:55,2,0,0,0,,user_0168,11,66,M,0,0,47,54891,한화생명,한화생명 e암보험(비갱신형) 무배당 (비흡연체형),주계약,"3,000만원",30180,24870,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-01-01,1588-6363
imp_000724,2025-08-02 16:27:55,1,0,0,0,,user_0991,28,49,M,1,1,45,133696,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000725,2025-06-26 18:50:55,3,0,0,0,,user_0014,71,26,F,0,0,30,70486,라이나생명,(무)암걱정없는표적치료암보험(갱신형)_프리미엄형,주계약,"3,000만원",26700,37800,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2025-01-01,15880058
imp_000726,2025-08-03 08:39:55,3,1,0,0,,user_0101,48,29,M,0,0,31,37307,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000727,2025-07-21 16:23:55,3,0,0,0,,user_0584,33,20,F,0,0,44,29269,KDB생명,(무)암만생각해도 KDB암보험 2.0(표준형),주계약,100만원,1280,860,2.75 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_000728,2025-08-08 06:48:55,1,0,0,0,,user_0420,46,25,F,0,0,48,25658,메트라이프생명,무배당 메트라이프 대장암및소장암진단보험,주계약,500만원,2950,2300,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000729,2025-08-28 15:34:55,7,0,0,0,,user_0899,48,40,F,0,1,29,157843,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000730,2025-08-21 18:22:55,6,0,0,0,,user_0929,74,69,F,0,0,45,68959,라이나생명,무배당첫날부터암보험(갱신형),주계약,"3,000만원",20400,23400,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000731,2025-08-29 13:46:55,1,1,0,0,,user_0195,72,54,F,0,0,26,58559,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000732,2025-07-29 15:54:55,4,0,0,0,,user_0404,16,53,M,0,0,26,79647,삼성생명,"삼성 인터넷암보험(2404)(갱신형,무배당)",주계약,"2,500만원",12750,15500,2.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,1588-3114
imp_000733,2025-06-29 17:59:55,1,0,0,0,,user_0564,36,35,F,0,0,49,40368,KDB생명,(무)KDB다이렉트 암보험(표준형),주계약,"1,000만원",12160,8130,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000734,2025-07-23 11:49:55,2,1,0,0,,user_0950,48,58,M,1,0,31,91176,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000735,2025-07-27 13:23:55,6,0,0,0,,user_0012,68,37,M,0,1,26,99414,라이나생명,(무)첫날부터라이나암보험(갱신형),주계약,"1,000만원",6500,6600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000736,2025-08-24 11:07:55,6,0,0,0,,user_0058,87,40,F,0,1,26,148488,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_000737,2025-08-25 15:28:55,10,0,0,0,,user_0247,61,55,F,0,0,36,67550,처브라이프생명,Chubb 매월받는 암생활비보험(갱신형) 무배당,주계약,"2,000만원 원",33600,32800,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2024-05-01,02-1599-4600
imp_000738,2025-08-08 13:07:55,2,0,0,0,,user_0544,28,27,F,0,0,48,48796,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000739,2025-07-22 11:03:55,4,0,0,0,,user_0622,5,20,F,0,0,26,39220,한화생명,한화생명 e시그니처암보험 무배당,주계약,"3,000만원",31842,23961,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_000740,2025-07-30 07:10:55,2,0,0,0,,user_0060,51,59,M,0,0,43,84980,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000741,2025-08-31 13:59:55,2,0,0,0,,user_0148,95,35,F,0,0,46,41663,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(해약환급금 미지급형, 표준체)",주계약,"3,000만원",37890,26820,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_000742,2025-09-05 12:04:55,1,0,0,0,,user_0261,42,57,F,0,0,30,53577,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000743,2025-06-25 15:04:55,5,1,0,0,,user_0721,40,49,M,1,0,48,49253,동양생명,무배당수호천사NEW실속플러스하나로암보험,주계약,"2,000만원",39400,32400,3.00 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  TM  기타,2024-04-01,1577-1004
imp_000744,2025-08-23 08:23:55,7,1,0,0,,user_0281,28,31,F,0,0,30,59872,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000745,2025-08-05 16:04:55,2,0,0,0,,user_0158,12,65,F,0,0,44,96185,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000746,2025-08-17 07:01:55,3,1,0,0,,user_0181,51,44,F,0,1,47,119142,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000747,2025-08-12 10:00:55,3,0,0,0,,user_0443,12,47,F,1,0,44,84973,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000748,2025-08-10 08:29:55,6,0,0,0,,user_0310,13,50,M,0,0,44,90743,ABL생명,(무)ABL인터넷암보험III(갱신형),주계약,"1,000만원",10770,16410,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000749,2025-07-31 07:08:55,1,0,0,0,,user_0842,13,64,F,0,0,43,34731,ABL생명,(무)ABL인터넷암보험III(갱신형),주계약,"1,000만원",10770,16410,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000750,2025-08-06 09:17:55,4,0,0,0,,user_0497,31,41,M,0,1,48,135289,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000751,2025-07-28 15:10:55,1,0,0,0,,user_0983,31,64,F,0,0,11,28797,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000752,2025-08-28 06:44:55,2,0,0,0,,user_0101,65,29,M,0,0,31,37307,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000753,2025-07-03 15:18:55,9,0,0,0,,user_0901,12,29,M,0,1,46,41306,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
