보험회사명,상품명,유지기간,납입보험료,계약자적립액,적립률,해약환급금,계약자적립액,적립률,해약환급금,최저보증이율,현재공시이율,평균공시이율,확정이율,사업비율,위험보장,확정이율,현재공시이율,최저보증이율,가입유형,유니버셜여부,납입방법,판매채널,판매일자,특이사항,대표번호
삼성생명,"삼성 연금보험 플러스(2501)(적립강화형, 무배당)",5,"18,000,000 원","16,114,210 원",89.52 %,"15,804,780 원","16,115,230 원",89.53 %,"15,805,800 원",-13.95 %,-10.48 %,-10.05 %,-,16.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 0세~[연금지급개시나이-(납입기간+10)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립강화형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립강화형, 무배당)",10,"36,000,000 원","36,979,340 원",102.72 %,"36,979,340 원","36,981,690 원",102.73 %,"36,981,690 원",-5.14 %,2.72 %,3.73 %,-,16.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 0세~[연금지급개시나이-(납입기간+10)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립강화형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립강화형, 무배당)",15,"36,000,000 원","41,764,960 원",116.01 %,"41,764,960 원","41,771,080 원",116.03 %,"41,771,080 원",-3.26 %,16.01 %,18.25 %,-,16.60 %,0.0188 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 0세~[연금지급개시나이-(납입기간+10)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립강화형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립강화형, 무배당)",20,"36,000,000 원","48,995,310 원",136.10 %,"48,995,310 원","49,005,710 원",136.13 %,"49,005,710 원",3.67 %,36.10 %,39.88 %,-,17.10 %,0.0300 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 0세~[연금지급개시나이-(납입기간+10)]세  2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립강화형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립기본형, 무배당)",1,"3,600,000 원","3,280,990 원",91.14 %,"2,321,850 원","3,281,190 원",91.14 %,"2,322,040 원",-9.62 %,-8.86 %,-8.77 %,-,10.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 10년납 미만 : 0세~[연금지급개시나이-13]세  - 10년납 이상 : 0세~[연금지급개시나이-(납입기간+3)]세 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립기본형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납, (연금지급개시나이-3)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립기본형, 무배당)",3,"10,800,000 원","10,097,120 원",93.49 %,"9,457,690 원","10,097,720 원",93.50 %,"9,458,290 원",-8.71 %,-6.51 %,-6.24 %,-,10.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 10년납 미만 : 0세~[연금지급개시나이-13]세  - 10년납 이상 : 0세~[연금지급개시나이-(납입기간+3)]세 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립기본형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납, (연금지급개시나이-3)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립기본형, 무배당)",5,"18,000,000 원","17,266,700 원",95.93 %,"16,946,990 원","17,267,730 원",95.93 %,"16,948,010 원",-7.80 %,-4.07 %,-3.61 %,-,10.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 10년납 미만 : 0세~[연금지급개시나이-13]세  - 10년납 이상 : 0세~[연금지급개시나이-(납입기간+3)]세 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립기본형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납, (연금지급개시나이-3)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립기본형, 무배당)",10,"36,000,000 원","36,859,640 원",102.39 %,"36,859,640 원","36,861,830 원",102.39 %,"36,861,830 원",-5.44 %,2.39 %,3.39 %,-,10.10 %,0.0077 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 10년납 미만 : 0세~[연금지급개시나이-13]세  - 10년납 이상 : 0세~[연금지급개시나이-(납입기간+3)]세 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립기본형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납, (연금지급개시나이-3)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립기본형, 무배당)",15,"36,000,000 원","41,629,130 원",115.64 %,"41,629,130 원","41,635,070 원",115.65 %,"41,635,070 원",-3.57 %,15.64 %,17.86 %,-,10.60 %,0.0188 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 10년납 미만 : 0세~[연금지급개시나이-13]세  - 10년납 이상 : 0세~[연금지급개시나이-(납입기간+3)]세 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립기본형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납, (연금지급개시나이-3)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(적립기본형, 무배당)",20,"36,000,000 원","47,041,180 원",130.67 %,"47,041,180 원","47,051,380 원",130.70 %,"47,051,380 원",-1.66 %,30.67 %,34.44 %,-,11.10 %,0.0300 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널,2025-01-01,"□ 필수 기재사항 1. 가입나이  - 10년납 미만 : 0세~[연금지급개시나이-13]세  - 10년납 이상 : 0세~[연금지급개시나이-(납입기간+3)]세 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시 기준  - 적립기본형, 피보험자 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 30만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 7, 10~20년납, (연금지급개시나이-10)세납, (연금지급개시나이-3)세납",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(거치기본형,무배당)",1,"50,000,000 원","49,720,100 원",99.44 %,"48,608,100 원","49,720,400 원",99.44 %,"48,608,400 원",-2.08 %,-0.56 %,-0.38 %,-,3.06 %,0.0007 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치기본형, 남자 55세, 60세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(거치기본형,무배당)",3,"50,000,000 원","51,039,500 원",102.08 %,"50,483,500 원","51,040,440 원",102.08 %,"50,484,440 원",-2.59 %,2.08 %,2.66 %,-,5.51 %,0.0022 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치기본형, 남자 55세, 60세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,"삼성 연금보험 플러스(2501)(거치기본형,무배당)",5,"50,000,000 원","53,427,320 원",106.85 %,"53,427,320 원","53,428,920 원",106.86 %,"53,428,920 원",-1.11 %,6.85 %,7.86 %,-,7.96 %,0.0037 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",거치,비유니버셜,일시납,대면채널,2025-05-02,"□ 필수기재사항 1. 가입나이 - 0세~(연금지급개시나이-5)세  ※ 단, 최대 80세까지 가입 가능 2. 보험기간(연금지급개시나이) : 피보험자 45~90세 3. 해약환급금 예시기준 - 거치기본형, 남자 55세, 60세 연금개시, 기본보험료 5000만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 일시납 - 계약체결비용은 5년동안 매월 차감",1588-3114
삼성생명,삼성 에이스즉시연금보험(B2501)(무배당) [상속연금형(만기형)],1,"50,000,000 원","48,637,580 원",97.28 %,"48,637,580 원","48,634,370 원",97.27 %,"48,634,370 원",-,-,-,-,3.00 %,0.3347 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입연령 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시 기준  - 가입나이 60세, 일시납보험료 5,000만원, 상속연금형(만기형) 10년만기, 공시이율 연복리 2.56% 적용 □ 선택 기재사항 1. 상속연금형 및 확정기간연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다. 하지만 순수종신연금형 및 체증연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 에이스즉시연금보험(B2501)(무배당) [상속연금형(만기형)],3,"50,000,000 원","48,921,410 원",97.84 %,"48,921,410 원","48,912,860 원",97.83 %,"48,912,860 원",-,-,-,-,3.00 %,0.3347 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입연령 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시 기준  - 가입나이 60세, 일시납보험료 5,000만원, 상속연금형(만기형) 10년만기, 공시이율 연복리 2.56% 적용 □ 선택 기재사항 1. 상속연금형 및 확정기간연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다. 하지만 순수종신연금형 및 체증연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 에이스즉시연금보험(B2501)(무배당) [상속연금형(만기형)],5,"50,000,000 원","49,215,720 원",98.43 %,"49,215,720 원","49,205,360 원",98.41 %,"49,205,360 원",-,-,-,-,3.00 %,0.3347 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입연령 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시 기준  - 가입나이 60세, 일시납보험료 5,000만원, 상속연금형(만기형) 10년만기, 공시이율 연복리 2.56% 적용 □ 선택 기재사항 1. 상속연금형 및 확정기간연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다. 하지만 순수종신연금형 및 체증연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 에이스즉시연금보험(B2501)(무배당) [상속연금형(만기형)],10,"50,000,000 원","50,000,000 원",100.00 %,"50,000,000 원","50,000,000 원",100.00 %,"50,000,000 원",-,-,-,-,3.00 %,0.3347 %,-,2.56 %,"가입 후 10년이내 1.0%, 10년초과 0.5%",즉시,비유니버셜,일시납,방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입연령 : 40세~85세 2. 보험기간(연금지급개시나이) : 40~85세 3. 해약환급금 예시 기준  - 가입나이 60세, 일시납보험료 5,000만원, 상속연금형(만기형) 10년만기, 공시이율 연복리 2.56% 적용 □ 선택 기재사항 1. 상속연금형 및 확정기간연금형의 경우는 계약이 소멸하기 전에 언제든지 계약을 해지할 수 있습니다. 하지만 순수종신연금형 및 체증연금형의 경우는 연금지급개시 이후 계약을 해지 할 수 없습니다. ※ 즉시연금의 경우 예상수익률 미기재 ※ 단, 상품요약서 內 해약환급금 예시는 연금계약 계약자적립액/해약환급금 기준이며, 상기 '해지환급금 및 예상수익률' 內 계약자적립액/해약환급금은 보장계약 + 연금계약 계약자적립액/해약환급금 총 금액 기준임.",1588-3114
삼성생명,삼성 에이스법인사랑연금보험(2501)(무배당),1,"6,000,000 원","5,584,830 원",93.08 %,"5,177,690 원","5,584,940 원",93.08 %,"5,177,800 원",-7.70 %,-6.92 %,-6.83 %,-,8.19 %,0.0024 %,-,2.56 %,"가입후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이 : 만 15세 ~ 최대 70세  ※ 연금지급개시나이, 납입기간에 따라 가입나이는 차이가 있을 수 있습니다. 2. 보험기간(연금지급개시나이) : 45 ~ 90세 3. 해약환급금 예시 기준  - 1종(재해장해보장형), 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 50만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10~20년납 / (연금지급개시나이-3)세납  ※ 단, (연금지급개시나이-3)세납은 보험료 납입기간이 20년 초과인 경우에만 적용함",1588-3114
삼성생명,삼성 에이스법인사랑연금보험(2501)(무배당),3,"18,000,000 원","17,187,090 원",95.48 %,"16,915,660 원","17,187,430 원",95.49 %,"16,916,000 원",-6.77 %,-4.52 %,-4.24 %,-,8.19 %,0.0024 %,-,2.56 %,"가입후 10년이내 1.0%, 10년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-01-01,"□ 필수 기재사항 1. 가입나이 : 만 15세 ~ 최대 70세  ※ 연금지급개시나이, 납입기간에 따라 가입나이는 차이가 있을 수 있습니다. 2. 보험기간(연금지급개시나이) : 45 ~ 90세 3. 해약환급금 예시 기준  - 1종(재해장해보장형), 남자 40세, 60세 연금개시, 10년납, 월납, 기본보험료 50만원, 공시이율 연복리 2.56% □ 선택 기재사항 1. 보험료 납입기간 : 3,5,7,10~20년납 / (연금지급개시나이-3)세납  ※ 단, (연금지급개시나이-3)세납은 보험료 납입기간이 20년 초과인 경우에만 적용함",1588-3114
